Sequence,Support,Relative Frequency
{kratko},10,0.8333333333333334
{Učitelj},12,1.0
{Drugi delavci},12,1.0
{Okužba s Covid-19},12,1.0
{Sum na okužbo},12,1.0
{dolgo},9,0.75
{srednje},12,1.0
{Drugi strokovni delavec},10,0.8333333333333334
{Vzgojitelj},11,0.9166666666666666
"{Okužba s Covid-19}, {Vzgojitelj}",11,0.9166666666666666
"{Sum na okužbo}, {Učitelj}",11,0.9166666666666666
"{dolgo}, {Sum na okužbo}",9,0.75
"{Drugi delavci}, {Drugi strokovni delavec}",9,0.75
"{Sum na okužbo}, {Drugi delavci}",9,0.75
"{srednje}, {Učitelj}",12,1.0
"{srednje}, {kratko}",9,0.75
"{Drugi strokovni delavec, Sum na okužbo}",9,0.75
"{Sum na okužbo}, {Sum na okužbo}",11,0.9166666666666666
"{Vzgojitelj}, {Učitelj}",10,0.8333333333333334
"{Učitelj}, {Učitelj}",9,0.75
"{Učitelj}, {kratko}",9,0.75
"{srednje}, {Drugi delavci}",9,0.75
"{Drugi strokovni delavec}, {srednje}",10,0.8333333333333334
"{Okužba s Covid-19}, {srednje}",12,1.0
"{Vzgojitelj}, {Sum na okužbo}",10,0.8333333333333334
"{srednje}, {Sum na okužbo}",12,1.0
"{Drugi delavci}, {Okužba s Covid-19}",12,1.0
"{Učitelj}, {Sum na okužbo}",10,0.8333333333333334
"{Okužba s Covid-19}, {kratko}",9,0.75
"{kratko}, {Okužba s Covid-19}",9,0.75
"{Drugi delavci}, {Vzgojitelj}",11,0.9166666666666666
"{Drugi strokovni delavec}, {Učitelj}",10,0.8333333333333334
"{Okužba s Covid-19}, {Učitelj}",12,1.0
"{Sum na okužbo, Vzgojitelj}",10,0.8333333333333334
"{Okužba s Covid-19}, {Drugi delavci}",10,0.8333333333333334
"{Drugi strokovni delavec}, {Sum na okužbo}",10,0.8333333333333334
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{Okužba s Covid-19, dolgo}",9,0.75
"{Okužba s Covid-19, srednje}",12,1.0
"{Drugi delavci}, {srednje}",12,1.0
"{Učitelj, srednje}",12,1.0
"{srednje}, {Drugi strokovni delavec}",10,0.8333333333333334
"{Okužba s Covid-19, Vzgojitelj}",10,0.8333333333333334
"{Sum na okužbo, srednje}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",10,0.8333333333333334
"{Okužba s Covid-19, Učitelj}",11,0.9166666666666666
"{Drugi delavci, Okužba s Covid-19}",12,1.0
"{Drugi delavci}, {Učitelj}",11,0.9166666666666666
"{srednje}, {Okužba s Covid-19}",12,1.0
"{Vzgojitelj}, {Okužba s Covid-19}",10,0.8333333333333334
"{kratko}, {Učitelj}",9,0.75
"{Drugi delavci}, {Sum na okužbo}",12,1.0
"{Sum na okužbo, Učitelj}",10,0.8333333333333334
"{Sum na okužbo}, {Vzgojitelj}",10,0.8333333333333334
"{Sum na okužbo, kratko}",9,0.75
"{Drugi strokovni delavec}, {Drugi strokovni delavec}",9,0.75
"{Učitelj}, {Okužba s Covid-19}",9,0.75
"{Okužba s Covid-19}, {Drugi strokovni delavec}",10,0.8333333333333334
"{srednje}, {Vzgojitelj}",11,0.9166666666666666
"{Vzgojitelj}, {Vzgojitelj}",9,0.75
"{kratko}, {Sum na okužbo}",9,0.75
"{Drugi delavci, srednje}",12,1.0
"{Drugi strokovni delavec, srednje}",10,0.8333333333333334
"{Sum na okužbo}, {srednje}",11,0.9166666666666666
"{Učitelj}, {Vzgojitelj}",10,0.8333333333333334
"{Drugi strokovni delavec, Okužba s Covid-19}",10,0.8333333333333334
"{Vzgojitelj, srednje}",11,0.9166666666666666
"{Drugi strokovni delavec}, {Okužba s Covid-19}",9,0.75
"{srednje}, {srednje}",12,1.0
"{Vzgojitelj}, {srednje}",10,0.8333333333333334
