Sequence,Support,Relative Frequency
{kratko},10,0.8333333333333334
{VRTEC},9,0.75
{SREDNJA ŠOLA},10,0.8333333333333334
{Okužba s Covid-19},12,1.0
{Sum na okužbo},12,1.0
{srednje},12,1.0
{OSNOVNA ŠOLA},12,1.0
"{SREDNJA ŠOLA}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{srednje}, {kratko}",9,0.75
"{Okužba s Covid-19}, {VRTEC}",9,0.75
"{Sum na okužbo}, {Sum na okužbo}",12,1.0
"{SREDNJA ŠOLA}, {srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA, srednje}",12,1.0
"{Okužba s Covid-19}, {srednje}",11,0.9166666666666666
"{srednje}, {Sum na okužbo}",12,1.0
"{Sum na okužbo}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{SREDNJA ŠOLA, srednje}",10,0.8333333333333334
"{OSNOVNA ŠOLA, kratko}",9,0.75
"{Okužba s Covid-19}, {kratko}",9,0.75
"{kratko}, {Okužba s Covid-19}",9,0.75
"{srednje}, {OSNOVNA ŠOLA}",12,1.0
"{Okužba s Covid-19, VRTEC}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}",10,0.8333333333333334
"{SREDNJA ŠOLA}, {Sum na okužbo}",10,0.8333333333333334
"{OSNOVNA ŠOLA, Sum na okužbo}",12,1.0
"{Okužba s Covid-19}, {Sum na okužbo}",12,1.0
"{Okužba s Covid-19, srednje}",12,1.0
"{SREDNJA ŠOLA, Sum na okužbo}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{VRTEC, srednje}",9,0.75
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA}",9,0.75
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",12,1.0
"{OSNOVNA ŠOLA}, {VRTEC}",9,0.75
"{kratko}, {srednje}",9,0.75
"{Sum na okužbo, srednje}",12,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {srednje}",12,1.0
"{Okužba s Covid-19, SREDNJA ŠOLA}",10,0.8333333333333334
"{srednje}, {Okužba s Covid-19}",10,0.8333333333333334
"{Sum na okužbo, kratko}",10,0.8333333333333334
"{Sum na okužbo}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{Sum na okužbo}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA}, {kratko}",9,0.75
"{srednje}, {SREDNJA ŠOLA}",10,0.8333333333333334
"{kratko}, {Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA}, {Sum na okužbo}",11,0.9166666666666666
"{Sum na okužbo}, {srednje}",12,1.0
"{srednje}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA, Okužba s Covid-19}",11,0.9166666666666666
"{kratko}, {OSNOVNA ŠOLA}",9,0.75
"{SREDNJA ŠOLA}, {Okužba s Covid-19}",9,0.75
"{srednje}, {srednje}",12,1.0
"{Okužba s Covid-19}, {Okužba s Covid-19}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",11,0.9166666666666666
"{Sum na okužbo}, {OSNOVNA ŠOLA}, {srednje}",9,0.75
"{Sum na okužbo}, {srednje}, {Okužba s Covid-19}",10,0.8333333333333334
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA}",10,0.8333333333333334
"{srednje}, {Sum na okužbo, srednje}",12,1.0
"{SREDNJA ŠOLA}, {OSNOVNA ŠOLA, Sum na okužbo}",9,0.75
"{OSNOVNA ŠOLA}, {Sum na okužbo}, {Sum na okužbo}",10,0.8333333333333334
"{Sum na okužbo}, {Sum na okužbo}, {SREDNJA ŠOLA}",9,0.75
"{SREDNJA ŠOLA, srednje}, {srednje}",10,0.8333333333333334
"{srednje}, {SREDNJA ŠOLA}, {Sum na okužbo}",9,0.75
"{Okužba s Covid-19}, {srednje}, {VRTEC}",9,0.75
"{SREDNJA ŠOLA}, {srednje}, {srednje}",9,0.75
"{Sum na okužbo}, {srednje}, {srednje}",10,0.8333333333333334
"{srednje}, {srednje}, {Okužba s Covid-19}",10,0.8333333333333334
"{srednje}, {OSNOVNA ŠOLA}, {VRTEC}",9,0.75
"{srednje}, {Sum na okužbo}, {SREDNJA ŠOLA}",9,0.75
"{srednje}, {Sum na okužbo}, {VRTEC}",9,0.75
"{SREDNJA ŠOLA, Sum na okužbo, srednje}",9,0.75
"{OSNOVNA ŠOLA, srednje}, {SREDNJA ŠOLA}",9,0.75
